Orientation,Slice1
-89.500,611
-88.500,652
-87.500,637
-86.500,584
-85.500,504
-84.500,494
-83.500,505
-82.500,510
-81.500,493
-80.500,503
-79.500,494
-78.500,448
-77.500,482
-76.500,437
-75.500,456
-74.500,464
-73.500,453
-72.500,501
-71.500,466
-70.500,464
-69.500,527
-68.500,542
-67.500,515
-66.500,550
-65.500,592
-64.500,611
-63.500,600
-62.500,701
-61.500,688
-60.500,684
-59.500,626
-58.500,596
-57.500,589
-56.500,621
-55.500,604
-54.500,660
-53.500,598
-52.500,668
-51.500,660
-50.500,669
-49.500,739
-48.500,707
-47.500,741
-46.500,780
-45.500,770
-44.500,793
-43.500,735
-42.500,695
-41.500,717
-40.500,736
-39.500,746
-38.500,722
-37.500,778
-36.500,809
-35.500,800
-34.500,818
-33.500,900
-32.500,946
-31.500,946
-30.500,976
-29.500,990
-28.500,1048
-27.500,1062
-26.500,1011
-25.500,1105
-24.500,1128
-23.500,1091
-22.500,1180
-21.500,1244
-20.500,1213
-19.500,1279
-18.500,1306
-17.500,1429
-16.500,1467
-15.500,1563
-14.500,1585
-13.500,1660
-12.500,1609
-11.500,1723
-10.500,1782
-9.500,1847
-8.500,1986
-7.500,2034
-6.500,2131
-5.500,2175
-4.500,2288
-3.500,2425
-2.500,2580
-1.500,2666
-0.500,2842
0.500,2966
1.500,3024
2.500,3200
3.500,3283
4.500,3516
5.500,3692
6.500,3759
7.500,3750
8.500,3983
9.500,4160
10.500,4198
11.500,4427
12.500,4652
13.500,4645
14.500,4899
15.500,5022
16.500,5150
17.500,5437
18.500,5403
19.500,5308
20.500,5703
21.500,5548
22.500,5542
23.500,5601
24.500,5759
25.500,5745
26.500,5695
27.500,5641
28.500,5758
29.500,5671
30.500,5698
31.500,5706
32.500,5599
33.500,5599
34.500,5576
35.500,5115
36.500,4766
37.500,4830
38.500,4802
39.500,4490
40.500,4339
41.500,4120
42.500,3901
43.500,3737
44.500,3547
45.500,3321
46.500,3216
47.500,3030
48.500,2901
49.500,2654
50.500,2434
51.500,2278
52.500,2285
53.500,2077
54.500,1951
55.500,1811
56.500,1704
57.500,1680
58.500,1557
59.500,1542
60.500,1363
61.500,1245
62.500,1289
63.500,1221
64.500,1130
65.500,1109
66.500,1107
67.500,1045
68.500,1035
69.500,1024
70.500,979
71.500,979
72.500,1009
73.500,1028
74.500,946
75.500,990
76.500,905
77.500,853
78.500,863
79.500,813
80.500,818
81.500,831
82.500,811
83.500,842
84.500,852
85.500,791
86.500,744
87.500,692
88.500,650
89.500,687
