Orientation,Slice1
-89.500,248
-88.500,254
-87.500,229
-86.500,243
-85.500,257
-84.500,281
-83.500,257
-82.500,238
-81.500,242
-80.500,264
-79.500,256
-78.500,247
-77.500,268
-76.500,314
-75.500,340
-74.500,337
-73.500,334
-72.500,410
-71.500,335
-70.500,330
-69.500,407
-68.500,349
-67.500,362
-66.500,344
-65.500,356
-64.500,373
-63.500,405
-62.500,368
-61.500,374
-60.500,420
-59.500,431
-58.500,432
-57.500,478
-56.500,593
-55.500,580
-54.500,638
-53.500,716
-52.500,765
-51.500,778
-50.500,777
-49.500,738
-48.500,773
-47.500,751
-46.500,864
-45.500,893
-44.500,961
-43.500,957
-42.500,1061
-41.500,1146
-40.500,1232
-39.500,1256
-38.500,1250
-37.500,1243
-36.500,1292
-35.500,1402
-34.500,1297
-33.500,1244
-32.500,1231
-31.500,1294
-30.500,1253
-29.500,1305
-28.500,1276
-27.500,1321
-26.500,1355
-25.500,1269
-24.500,1263
-23.500,1340
-22.500,1353
-21.500,1299
-20.500,1317
-19.500,1244
-18.500,1248
-17.500,1226
-16.500,1209
-15.500,1134
-14.500,1121
-13.500,1107
-12.500,1060
-11.500,1082
-10.500,1158
-9.500,1109
-8.500,1148
-7.500,1117
-6.500,1149
-5.500,1058
-4.500,982
-3.500,1001
-2.500,931
-1.500,956
-0.500,941
0.500,888
1.500,885
2.500,856
3.500,877
4.500,845
5.500,829
6.500,748
7.500,757
8.500,761
9.500,734
10.500,744
11.500,745
12.500,772
13.500,702
14.500,684
15.500,748
16.500,639
17.500,702
18.500,679
19.500,673
20.500,653
21.500,685
22.500,566
23.500,639
24.500,586
25.500,607
26.500,580
27.500,562
28.500,614
29.500,629
30.500,642
31.500,642
32.500,654
33.500,642
34.500,592
35.500,606
36.500,591
37.500,549
38.500,548
39.500,554
40.500,555
41.500,539
42.500,556
43.500,535
44.500,542
45.500,482
46.500,503
47.500,512
48.500,495
49.500,493
50.500,486
51.500,449
52.500,433
53.500,423
54.500,409
55.500,394
56.500,375
57.500,372
58.500,359
59.500,374
60.500,358
61.500,355
62.500,336
63.500,326
64.500,310
65.500,324
66.500,299
67.500,311
68.500,263
69.500,328
70.500,293
71.500,268
72.500,246
73.500,248
74.500,217
75.500,233
76.500,229
77.500,199
78.500,216
79.500,217
80.500,216
81.500,238
82.500,236
83.500,238
84.500,235
85.500,261
86.500,264
87.500,278
88.500,255
89.500,225
