Orientation,Slice1
-89.500,332
-88.500,313
-87.500,330
-86.500,323
-85.500,322
-84.500,311
-83.500,349
-82.500,345
-81.500,323
-80.500,332
-79.500,335
-78.500,397
-77.500,406
-76.500,452
-75.500,443
-74.500,434
-73.500,464
-72.500,429
-71.500,451
-70.500,432
-69.500,451
-68.500,512
-67.500,465
-66.500,440
-65.500,456
-64.500,473
-63.500,494
-62.500,458
-61.500,473
-60.500,495
-59.500,506
-58.500,505
-57.500,474
-56.500,515
-55.500,537
-54.500,572
-53.500,560
-52.500,635
-51.500,629
-50.500,734
-49.500,798
-48.500,797
-47.500,856
-46.500,833
-45.500,957
-44.500,1040
-43.500,1098
-42.500,1233
-41.500,1222
-40.500,1255
-39.500,1300
-38.500,1326
-37.500,1393
-36.500,1549
-35.500,1566
-34.500,1626
-33.500,1702
-32.500,1777
-31.500,1897
-30.500,2050
-29.500,2051
-28.500,2209
-27.500,2302
-26.500,2349
-25.500,2534
-24.500,2719
-23.500,2963
-22.500,3135
-21.500,3272
-20.500,3445
-19.500,3453
-18.500,3530
-17.500,3579
-16.500,3625
-15.500,3665
-14.500,3793
-13.500,3846
-12.500,4040
-11.500,4284
-10.500,4202
-9.500,4172
-8.500,4458
-7.500,4627
-6.500,4731
-5.500,4941
-4.500,4964
-3.500,5057
-2.500,5191
-1.500,5287
-0.500,5389
0.500,5324
1.500,5497
2.500,5678
3.500,5537
4.500,5545
5.500,5596
6.500,5517
7.500,5325
8.500,5285
9.500,5215
10.500,5190
11.500,5065
12.500,4908
13.500,5042
14.500,5006
15.500,4730
16.500,4611
17.500,4622
18.500,4491
19.500,4508
20.500,4519
21.500,4321
22.500,4194
23.500,4094
24.500,3961
25.500,3835
26.500,3619
27.500,3546
28.500,3346
29.500,3209
30.500,2979
31.500,2895
32.500,2660
33.500,2474
34.500,2530
35.500,2318
36.500,2219
37.500,2125
38.500,1814
39.500,1790
40.500,1624
41.500,1554
42.500,1468
43.500,1289
44.500,1237
45.500,1210
46.500,1096
47.500,1006
48.500,962
49.500,920
50.500,817
51.500,828
52.500,738
53.500,714
54.500,690
55.500,600
56.500,560
57.500,577
58.500,554
59.500,501
60.500,486
61.500,446
62.500,457
63.500,458
64.500,381
65.500,458
66.500,427
67.500,419
68.500,414
69.500,380
70.500,381
71.500,355
72.500,322
73.500,343
74.500,315
75.500,327
76.500,301
77.500,317
78.500,299
79.500,291
80.500,266
81.500,301
82.500,281
83.500,312
84.500,283
85.500,309
86.500,298
87.500,308
88.500,309
89.500,316
