Orientation,Slice1
-89.500,327
-88.500,381
-87.500,344
-86.500,389
-85.500,404
-84.500,432
-83.500,458
-82.500,365
-81.500,416
-80.500,452
-79.500,453
-78.500,438
-77.500,486
-76.500,489
-75.500,568
-74.500,602
-73.500,618
-72.500,639
-71.500,649
-70.500,660
-69.500,678
-68.500,764
-67.500,890
-66.500,964
-65.500,1068
-64.500,1079
-63.500,1189
-62.500,1330
-61.500,1428
-60.500,1548
-59.500,1545
-58.500,1598
-57.500,1590
-56.500,1698
-55.500,1834
-54.500,1939
-53.500,2069
-52.500,2113
-51.500,2234
-50.500,2339
-49.500,2482
-48.500,2739
-47.500,2888
-46.500,3109
-45.500,3242
-44.500,3507
-43.500,3654
-42.500,3925
-41.500,3848
-40.500,3940
-39.500,4037
-38.500,4086
-37.500,4099
-36.500,4038
-35.500,4163
-34.500,4323
-33.500,4373
-32.500,4335
-31.500,4573
-30.500,4595
-29.500,4702
-28.500,4834
-27.500,4870
-26.500,4881
-25.500,4923
-24.500,4941
-23.500,4992
-22.500,4974
-21.500,5020
-20.500,5013
-19.500,5025
-18.500,5180
-17.500,5064
-16.500,5194
-15.500,5206
-14.500,5529
-13.500,5688
-12.500,5613
-11.500,5788
-10.500,5767
-9.500,5874
-8.500,6331
-7.500,6545
-6.500,6600
-5.500,6914
-4.500,7149
-3.500,7571
-2.500,7755
-1.500,7684
-0.500,7998
0.500,8142
1.500,8105
2.500,8089
3.500,8134
4.500,8321
5.500,8160
6.500,8299
7.500,8069
8.500,7997
9.500,7829
10.500,8004
11.500,8005
12.500,7785
13.500,7542
14.500,7200
15.500,7204
16.500,7064
17.500,6755
18.500,6492
19.500,6143
20.500,5931
21.500,5635
22.500,5322
23.500,5128
24.500,4878
25.500,4738
26.500,4502
27.500,4311
28.500,4076
29.500,3729
30.500,3515
31.500,3123
32.500,3013
33.500,2851
34.500,2546
35.500,2371
36.500,2220
37.500,2039
38.500,1916
39.500,1770
40.500,1550
41.500,1477
42.500,1368
43.500,1322
44.500,1241
45.500,1182
46.500,1076
47.500,958
48.500,906
49.500,871
50.500,855
51.500,748
52.500,658
53.500,605
54.500,517
55.500,530
56.500,507
57.500,488
58.500,496
59.500,460
60.500,409
61.500,400
62.500,364
63.500,389
64.500,376
65.500,332
66.500,367
67.500,361
68.500,370
69.500,332
70.500,357
71.500,346
72.500,354
73.500,335
74.500,375
75.500,336
76.500,349
77.500,331
78.500,316
79.500,306
80.500,318
81.500,331
82.500,311
83.500,313
84.500,314
85.500,277
86.500,290
87.500,349
88.500,343
89.500,361
