Orientation,Slice1
-89.500,405
-88.500,458
-87.500,556
-86.500,477
-85.500,474
-84.500,462
-83.500,522
-82.500,481
-81.500,504
-80.500,500
-79.500,590
-78.500,584
-77.500,586
-76.500,632
-75.500,608
-74.500,709
-73.500,704
-72.500,750
-71.500,735
-70.500,757
-69.500,762
-68.500,801
-67.500,889
-66.500,938
-65.500,973
-64.500,1066
-63.500,1091
-62.500,1070
-61.500,1188
-60.500,1282
-59.500,1314
-58.500,1429
-57.500,1510
-56.500,1675
-55.500,1746
-54.500,1915
-53.500,2029
-52.500,2232
-51.500,2539
-50.500,2629
-49.500,2799
-48.500,3004
-47.500,3473
-46.500,3717
-45.500,4077
-44.500,4134
-43.500,4429
-42.500,4667
-41.500,4947
-40.500,5130
-39.500,5276
-38.500,5398
-37.500,5467
-36.500,5517
-35.500,5547
-34.500,5533
-33.500,5715
-32.500,5644
-31.500,5565
-30.500,5680
-29.500,5648
-28.500,5715
-27.500,5824
-26.500,5869
-25.500,5581
-24.500,5795
-23.500,5813
-22.500,5686
-21.500,5796
-20.500,5840
-19.500,5714
-18.500,5787
-17.500,5963
-16.500,5965
-15.500,6136
-14.500,6079
-13.500,6185
-12.500,6284
-11.500,6418
-10.500,6469
-9.500,6583
-8.500,6532
-7.500,6521
-6.500,6707
-5.500,6606
-4.500,6715
-3.500,6590
-2.500,6739
-1.500,6760
-0.500,6807
0.500,6901
1.500,7156
2.500,7171
3.500,7187
4.500,7463
5.500,7515
6.500,7450
7.500,7459
8.500,7483
9.500,7382
10.500,7300
11.500,7067
12.500,7284
13.500,7053
14.500,7054
15.500,7222
16.500,6944
17.500,6939
18.500,6724
19.500,6771
20.500,6679
21.500,6590
22.500,6518
23.500,6303
24.500,5952
25.500,5762
26.500,5474
27.500,5382
28.500,5389
29.500,5213
30.500,5083
31.500,4896
32.500,4514
33.500,4317
34.500,3895
35.500,3636
36.500,3276
37.500,3091
38.500,2600
39.500,2398
40.500,2097
41.500,1931
42.500,1771
43.500,1563
44.500,1495
45.500,1368
46.500,1260
47.500,1154
48.500,1073
49.500,983
50.500,937
51.500,839
52.500,822
53.500,756
54.500,739
55.500,650
56.500,622
57.500,551
58.500,559
59.500,538
60.500,498
61.500,490
62.500,448
63.500,417
64.500,430
65.500,425
66.500,402
67.500,400
68.500,391
69.500,428
70.500,443
71.500,429
72.500,392
73.500,399
74.500,449
75.500,412
76.500,357
77.500,414
78.500,352
79.500,375
80.500,376
81.500,384
82.500,385
83.500,390
84.500,419
85.500,402
86.500,388
87.500,387
88.500,441
89.500,418
