,lam1,P11,lam2,P22
0,1.0,0.0005148472508272308,1.0000000000000002,0.0009250798049528099
1,1.0029684739764573,-0.0012013102519302051,1.0014055276549954,0.0026070430866851914
2,1.0062592122532097,0.0013729260022059488,1.002791042966143,0.0009250798049528099
3,1.0098965159644469,0.0005148472508272308,1.0044678294292602,0.0034480247275513825
4,1.0130693209318804,0.0005148472508272308,1.0057228932269033,0.0034480247275513825
5,1.0159501706774101,0.0013729260022059488,1.0069924370035233,0.0017660614458190008
6,1.0178004434147845,-0.0012013102519302051,1.008179176001624,0.0034480247275513825
7,1.0209351995738605,0.0013729260022059488,1.0090527584589701,0.005214086173370383
8,1.0257382508536066,0.0005148472508272308,1.010922646911513,0.005214086173370383
9,1.028218451054319,-0.0012013102519302051,1.0125762967441354,0.0026070430866851914
10,1.0311921892227962,0.0013729260022059488,1.0133803715316099,0.0034480247275513825
11,1.0337582487159973,-0.0003432315005514872,1.0146464922769574,0.005214086173370383
12,1.0355681862956947,-0.0003432315005514872,1.0158872126106537,0.004373104532504193
13,1.0387008985745105,0.0013729260022059488,1.0174951291758274,0.004373104532504193
14,1.0409066677523258,-0.0012013102519302051,1.0189518382620888,0.004373104532504193
15,1.0438716432010178,0.0013729260022059488,1.0187428983985538,0.005214086173370383
16,1.0460066784890465,0.0013729260022059488,1.0205739390722608,0.004373104532504193
17,1.0480318940069167,0.002231004753584667,1.0215438116998912,0.004373104532504193
18,1.0503896395001164,0.002231004753584667,1.0221795736193162,0.005214086173370383
19,1.0526489578489389,0.002231004753584667,1.0228706330887654,0.005214086173370383
20,1.0543646252009413,0.003089083504963385,1.023315381272578,0.0034480247275513825
21,1.0570038541906268,0.005577511883961667,1.0227781670615144,0.005214086173370383
22,1.0586121977942595,0.005577511883961667,1.0236894997124044,0.004373104532504193
23,1.0612608990905041,0.007293669386719104,1.0241928663978772,0.005214086173370383
24,1.0624762561992018,0.009009826889476538,1.0246793072536968,0.005214086173370383
25,1.0641127124394443,0.009867905640855257,1.0240301316328575,0.005214086173370383
26,1.0659880981541197,0.014158299397748847,1.024507537390159,0.005214086173370383
27,1.0677768187611743,0.014158299397748847,1.0245679616450978,0.005214086173370383
28,1.0698998730392348,0.015016378149127567,1.0245329168603956,0.008578012736835148
29,1.0718881191180292,0.015874456900506283,1.024797346012616,0.01110095765943372
30,1.0733114226475138,0.021795200285019436,1.0245810995275726,0.011941939300299912
31,1.0748937191768724,0.023511357787776875,1.0245588604304325,0.011941939300299912
32,1.0769770052106844,0.029432101172290028,1.0243245026354797,0.016230945668717484
33,1.078618095061246,0.03372249492918362,1.023258498725002,0.017912908950449866
34,1.0800027303872157,0.042217474567832924,1.0232581335326343,0.01959487223218225
35,1.081276239027127,0.04479171082196908,1.0230577124539058,0.021360933678001248
36,1.0821649716647948,0.0541447692119971,1.022823079675306,0.02220191531886744
37,1.083753497253315,0.061009399223026846,1.0220409095152965,0.025565841882332203
38,1.085458614868959,0.06778822135891872,1.022013493783399,0.028929768445796967
39,1.0863954618037968,0.07628320099756802,1.020861018909158,0.03321877481421454
40,1.087513206746148,0.08563625938759606,1.021015042618912,0.03826466465941168
41,1.088591676642763,0.09498931777762408,1.0198580264804864,0.04003072610523069
42,1.0894552004737283,0.10777469117316697,1.0204121281043284,0.045917597591294025
43,1.090876949451458,0.11378124243281801,1.0203628286661244,0.05020660395971159
44,1.0914878043585021,0.12570853707698218,1.0185710116640112,0.053570530523176355
45,1.0926635384651462,0.1384939104725251,1.017662914662188,0.056093475445774935
46,1.093575171807144,0.15290963349568754,1.018027567683238,0.06290542673679107
47,1.0948131753914134,0.16741116439398787,1.0169092740252135,0.06719443310520866
48,1.0953080604788241,0.17933845903815204,1.0173301790553297,0.07308130459127199
49,1.0963288161895,0.19212383243369494,1.0175559582873634,0.07905227424142194
50,1.0978772598981412,0.20568147670547873,1.0162228277410164,0.08334128060983952
51,1.0984041238397781,0.22618955886343006,1.0150840637839516,0.09091011537763523
52,1.0996858352864751,0.2431795181407287,1.0151696582819296,0.09772206666865137
53,1.1007917077869278,0.26102755616940604,1.0151000645535524,0.10621598124139991
54,1.1015468076774273,0.2806775595759786,1.015164040262539,0.11302793253241605
55,1.1022661494848698,0.29595136135051986,1.0139631404700304,0.11639185909588082
56,1.1033710616574968,0.31723171438471204,1.0132024803915034,0.12572675530949554
57,1.1040230073888488,0.3343074815371485,1.0129310168738923,0.1316977249596455
58,1.105377568806928,0.35558783457134074,1.0120922041611178,0.14019163953239402
59,1.1060752840197405,0.3751520301027755,1.011603926548854,0.14700359082341016
